Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_1_data_source_path,gold_10_2,gold_10_2_data_source_path,gold_10_3,gold_10_3_data_source_path,gold_50_1,gold_50_1_data_source_path,gold_50_2,gold_50_2_data_source_path,gold_50_3,gold_50_3_data_source_path,gold_100_1,gold_100_1_data_source_path,gold_100_2,gold_100_2_data_source_path,gold_100_3,gold_100_3_data_source_path,gold_250_1,gold_250_1_data_source_path,gold_250_2,gold_250_2_data_source_path,gold_250_3,gold_250_3_data_source_path,gold_500_1,gold_500_1_data_source_path,gold_500_2,gold_500_2_data_source_path,gold_500_3,gold_500_3_data_source_path,gold_750_1,gold_750_1_data_source_path,gold_750_2,gold_750_2_data_source_path,gold_750_3,gold_750_3_data_source_path,gold_1000_1,gold_1000_1_data_source_path,gold_1000_2,gold_1000_2_data_source_path,gold_1000_3,gold_1000_3_data_source_path
ste-emotion,Comparison,yes/no,Do entries expressing both 'anger' and 'optimism' make up the largest number of entries?,no,./data_source/ste-emotion/10/ste-emotion_1.txt,no,./data_source/ste-emotion/10/ste-emotion_2.txt,no,./data_source/ste-emotion/10/ste-emotion_3.txt,no,./data_source/ste-emotion/50/ste-emotion_1.txt,no,./data_source/ste-emotion/50/ste-emotion_2.txt,no,./data_source/ste-emotion/50/ste-emotion_3.txt,no,./data_source/ste-emotion/100/ste-emotion_1.txt,no,./data_source/ste-emotion/100/ste-emotion_2.txt,no,./data_source/ste-emotion/100/ste-emotion_3.txt,no,./data_source/ste-emotion/250/ste-emotion_1.txt,no,./data_source/ste-emotion/250/ste-emotion_2.txt,no,./data_source/ste-emotion100ste-emotion_3.txt,no,./data_source/ste-emotion/500/ste-emotion_1.txt,no,./data_source/ste-emotion/500/ste-emotion_2.txt,no,./data_source/ste-emotion/500/ste-emotion_3.txt,no,./data_source/ste-emotion/750/ste-emotion_1.txt,no,./data_source/ste-emotion/750/ste-emotion_2.txt,no,./data_source/ste-emotion/750/ste-emotion_3.txt,no,./data_source/ste-emotion/1000/ste-emotion_1.txt,no,./data_source/ste-emotion/1000/ste-emotion_2.txt,no,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Count,number,How many instances express at least two emotions?,10,./data_source/ste-emotion/10/ste-emotion_1.txt,8,./data_source/ste-emotion/10/ste-emotion_2.txt,10,./data_source/ste-emotion/10/ste-emotion_3.txt,45,./data_source/ste-emotion/50/ste-emotion_1.txt,42,./data_source/ste-emotion/50/ste-emotion_2.txt,46,./data_source/ste-emotion/50/ste-emotion_3.txt,84,./data_source/ste-emotion/100/ste-emotion_1.txt,87,./data_source/ste-emotion/100/ste-emotion_2.txt,79,./data_source/ste-emotion/100/ste-emotion_3.txt,205,./data_source/ste-emotion/250/ste-emotion_1.txt,195,./data_source/ste-emotion/250/ste-emotion_2.txt,203,./data_source/ste-emotion100ste-emotion_3.txt,455,./data_source/ste-emotion/500/ste-emotion_1.txt,455,./data_source/ste-emotion/500/ste-emotion_2.txt,455,./data_source/ste-emotion/500/ste-emotion_3.txt,663,./data_source/ste-emotion/750/ste-emotion_1.txt,663,./data_source/ste-emotion/750/ste-emotion_2.txt,663,./data_source/ste-emotion/750/ste-emotion_3.txt,886,./data_source/ste-emotion/1000/ste-emotion_1.txt,886,./data_source/ste-emotion/1000/ste-emotion_2.txt,866,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,number,What is the total count of entries that contain either 'joy' or 'sadness'?,5,./data_source/ste-emotion/10/ste-emotion_1.txt,5,./data_source/ste-emotion/10/ste-emotion_2.txt,8,./data_source/ste-emotion/10/ste-emotion_3.txt,36,./data_source/ste-emotion/50/ste-emotion_1.txt,37,./data_source/ste-emotion/50/ste-emotion_2.txt,29,./data_source/ste-emotion/50/ste-emotion_3.txt,65,./data_source/ste-emotion/100/ste-emotion_1.txt,64,./data_source/ste-emotion/100/ste-emotion_2.txt,67,./data_source/ste-emotion/100/ste-emotion_3.txt,152,./data_source/ste-emotion/250/ste-emotion_1.txt,163,./data_source/ste-emotion/250/ste-emotion_2.txt,146,./data_source/ste-emotion100ste-emotion_3.txt,325,./data_source/ste-emotion/500/ste-emotion_1.txt,325,./data_source/ste-emotion/500/ste-emotion_2.txt,325,./data_source/ste-emotion/500/ste-emotion_3.txt,481,./data_source/ste-emotion/750/ste-emotion_1.txt,481,./data_source/ste-emotion/750/ste-emotion_2.txt,481,./data_source/ste-emotion/750/ste-emotion_3.txt,635,./data_source/ste-emotion/1000/ste-emotion_1.txt,635,./data_source/ste-emotion/1000/ste-emotion_2.txt,635,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,percentage,Calculate the percentage of entries in the dataset that express at least two emotions.,100.00%,./data_source/ste-emotion/10/ste-emotion_1.txt,80.00%,./data_source/ste-emotion/10/ste-emotion_2.txt,100.00%,./data_source/ste-emotion/10/ste-emotion_3.txt,90.00%,./data_source/ste-emotion/50/ste-emotion_1.txt,84.00%,./data_source/ste-emotion/50/ste-emotion_2.txt,92.00%,./data_source/ste-emotion/50/ste-emotion_3.txt,84.00%,./data_source/ste-emotion/100/ste-emotion_1.txt,87.00%,./data_source/ste-emotion/100/ste-emotion_2.txt,79.00%,./data_source/ste-emotion/100/ste-emotion_3.txt,82.00%,./data_source/ste-emotion/250/ste-emotion_1.txt,78.00%,./data_source/ste-emotion/250/ste-emotion_2.txt,81.20%,./data_source/ste-emotion100ste-emotion_3.txt,91.00%,./data_source/ste-emotion/500/ste-emotion_1.txt,91.00%,./data_source/ste-emotion/500/ste-emotion_2.txt,91.00%,./data_source/ste-emotion/500/ste-emotion_3.txt,88.40%,./data_source/ste-emotion/750/ste-emotion_1.txt,88.40%,./data_source/ste-emotion/750/ste-emotion_2.txt,88.40%,./data_source/ste-emotion/750/ste-emotion_3.txt,86.60%,./data_source/ste-emotion/1000/ste-emotion_1.txt,86.60%,./data_source/ste-emotion/1000/ste-emotion_2.txt,86.60%,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,percentage,What is the percentage of instances that express the 'anger' emotion?,30.00%,./data_source/ste-emotion/10/ste-emotion_1.txt,40.00%,./data_source/ste-emotion/10/ste-emotion_2.txt,40.00%,./data_source/ste-emotion/10/ste-emotion_3.txt,32.00%,./data_source/ste-emotion/50/ste-emotion_1.txt,26.00%,./data_source/ste-emotion/50/ste-emotion_2.txt,38.00%,./data_source/ste-emotion/50/ste-emotion_3.txt,36.00%,./data_source/ste-emotion/100/ste-emotion_1.txt,32.00%,./data_source/ste-emotion/100/ste-emotion_2.txt,32.00%,./data_source/ste-emotion/100/ste-emotion_3.txt,36.80%,./data_source/ste-emotion/250/ste-emotion_1.txt,34.40%,./data_source/ste-emotion/250/ste-emotion_2.txt,39.20%,./data_source/ste-emotion100ste-emotion_3.txt,35.20%,./data_source/ste-emotion/500/ste-emotion_1.txt,35.20%,./data_source/ste-emotion/500/ste-emotion_2.txt,35.20%,./data_source/ste-emotion/500/ste-emotion_3.txt,35.73%,./data_source/ste-emotion/750/ste-emotion_1.txt,35.73%,./data_source/ste-emotion/750/ste-emotion_2.txt,35.73%,./data_source/ste-emotion/750/ste-emotion_3.txt,36.10%,./data_source/ste-emotion/1000/ste-emotion_1.txt,36.10%,./data_source/ste-emotion/1000/ste-emotion_2.txt,36.10%,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,percentage,What is the percentage of entries that do not contain the 'joy' emotion?,70.00%,./data_source/ste-emotion/10/ste-emotion_1.txt,90.00%,./data_source/ste-emotion/10/ste-emotion_2.txt,50.00%,./data_source/ste-emotion/10/ste-emotion_3.txt,48.00%,./data_source/ste-emotion/50/ste-emotion_1.txt,46.00%,./data_source/ste-emotion/50/ste-emotion_2.txt,72.00%,./data_source/ste-emotion/50/ste-emotion_3.txt,64.00%,./data_source/ste-emotion/100/ste-emotion_1.txt,63.00%,./data_source/ste-emotion/100/ste-emotion_2.txt,55.00%,./data_source/ste-emotion/100/ste-emotion_3.txt,66.00%,./data_source/ste-emotion/250/ste-emotion_1.txt,60.00%,./data_source/ste-emotion/250/ste-emotion_2.txt,65.20%,./data_source/ste-emotion100ste-emotion_3.txt,60.40%,./data_source/ste-emotion/500/ste-emotion_1.txt,60.40%,./data_source/ste-emotion/500/ste-emotion_2.txt,60.40%,./data_source/ste-emotion/500/ste-emotion_3.txt,61.33%,./data_source/ste-emotion/750/ste-emotion_1.txt,61.33%,./data_source/ste-emotion/750/ste-emotion_2.txt,61.33%,./data_source/ste-emotion/750/ste-emotion_3.txt,62.20%,./data_source/ste-emotion/1000/ste-emotion_1.txt,62.20%,./data_source/ste-emotion/1000/ste-emotion_2.txt,62.20%,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Existence,yes/no,Does the dataset contain entries expressing the 'anger' emotion?,yes,./data_source/ste-emotion/10/ste-emotion_1.txt,yes,./data_source/ste-emotion/10/ste-emotion_2.txt,yes,./data_source/ste-emotion/10/ste-emotion_3.txt,yes,./data_source/ste-emotion/50/ste-emotion_1.txt,yes,./data_source/ste-emotion/50/ste-emotion_2.txt,yes,./data_source/ste-emotion/50/ste-emotion_3.txt,yes,./data_source/ste-emotion/100/ste-emotion_1.txt,yes,./data_source/ste-emotion/100/ste-emotion_2.txt,yes,./data_source/ste-emotion/100/ste-emotion_3.txt,yes,./data_source/ste-emotion/250/ste-emotion_1.txt,yes,./data_source/ste-emotion/250/ste-emotion_2.txt,yes,./data_source/ste-emotion100ste-emotion_3.txt,yes,./data_source/ste-emotion/500/ste-emotion_1.txt,yes,./data_source/ste-emotion/500/ste-emotion_2.txt,yes,./data_source/ste-emotion/500/ste-emotion_3.txt,yes,./data_source/ste-emotion/750/ste-emotion_1.txt,yes,./data_source/ste-emotion/750/ste-emotion_2.txt,yes,./data_source/ste-emotion/750/ste-emotion_3.txt,yes,./data_source/ste-emotion/1000/ste-emotion_1.txt,yes,./data_source/ste-emotion/1000/ste-emotion_2.txt,yes,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Existence,yes/no,Does the dataset only contain entries expressing the 'surprise' emotion?,no,./data_source/ste-emotion/10/ste-emotion_1.txt,no,./data_source/ste-emotion/10/ste-emotion_2.txt,no,./data_source/ste-emotion/10/ste-emotion_3.txt,no,./data_source/ste-emotion/50/ste-emotion_1.txt,no,./data_source/ste-emotion/50/ste-emotion_2.txt,no,./data_source/ste-emotion/50/ste-emotion_3.txt,no,./data_source/ste-emotion/100/ste-emotion_1.txt,no,./data_source/ste-emotion/100/ste-emotion_2.txt,no,./data_source/ste-emotion/100/ste-emotion_3.txt,no,./data_source/ste-emotion/250/ste-emotion_1.txt,no,./data_source/ste-emotion/250/ste-emotion_2.txt,no,./data_source/ste-emotion100ste-emotion_3.txt,no,./data_source/ste-emotion/500/ste-emotion_1.txt,no,./data_source/ste-emotion/500/ste-emotion_2.txt,no,./data_source/ste-emotion/500/ste-emotion_3.txt,no,./data_source/ste-emotion/750/ste-emotion_1.txt,no,./data_source/ste-emotion/750/ste-emotion_2.txt,no,./data_source/ste-emotion/750/ste-emotion_3.txt,no,./data_source/ste-emotion/1000/ste-emotion_1.txt,no,./data_source/ste-emotion/1000/ste-emotion_2.txt,no,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Existence,yes/no,Does the dataset contain entries expressing either the 'disgust' or 'fear' emotion?,yes,./data_source/ste-emotion/10/ste-emotion_1.txt,yes,./data_source/ste-emotion/10/ste-emotion_2.txt,yes,./data_source/ste-emotion/10/ste-emotion_3.txt,yes,./data_source/ste-emotion/50/ste-emotion_1.txt,yes,./data_source/ste-emotion/50/ste-emotion_2.txt,yes,./data_source/ste-emotion/50/ste-emotion_3.txt,yes,./data_source/ste-emotion/100/ste-emotion_1.txt,yes,./data_source/ste-emotion/100/ste-emotion_2.txt,yes,./data_source/ste-emotion/100/ste-emotion_3.txt,yes,./data_source/ste-emotion/250/ste-emotion_1.txt,yes,./data_source/ste-emotion/250/ste-emotion_2.txt,yes,./data_source/ste-emotion100ste-emotion_3.txt,yes,./data_source/ste-emotion/500/ste-emotion_1.txt,yes,./data_source/ste-emotion/500/ste-emotion_2.txt,yes,./data_source/ste-emotion/500/ste-emotion_3.txt,yes,./data_source/ste-emotion/750/ste-emotion_1.txt,yes,./data_source/ste-emotion/750/ste-emotion_2.txt,yes,./data_source/ste-emotion/750/ste-emotion_3.txt,yes,./data_source/ste-emotion/1000/ste-emotion_1.txt,yes,./data_source/ste-emotion/1000/ste-emotion_2.txt,yes,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Existence,yes/no,Does the dataset contain any entries that do not express the 'optimism' emotion?,yes,./data_source/ste-emotion/10/ste-emotion_1.txt,yes,./data_source/ste-emotion/10/ste-emotion_2.txt,yes,./data_source/ste-emotion/10/ste-emotion_3.txt,yes,./data_source/ste-emotion/50/ste-emotion_1.txt,yes,./data_source/ste-emotion/50/ste-emotion_2.txt,yes,./data_source/ste-emotion/50/ste-emotion_3.txt,yes,./data_source/ste-emotion/100/ste-emotion_1.txt,yes,./data_source/ste-emotion/100/ste-emotion_2.txt,yes,./data_source/ste-emotion/100/ste-emotion_3.txt,yes,./data_source/ste-emotion/250/ste-emotion_1.txt,yes,./data_source/ste-emotion/250/ste-emotion_2.txt,yes,./data_source/ste-emotion100ste-emotion_3.txt,yes,./data_source/ste-emotion/500/ste-emotion_1.txt,yes,./data_source/ste-emotion/500/ste-emotion_2.txt,yes,./data_source/ste-emotion/500/ste-emotion_3.txt,yes,./data_source/ste-emotion/750/ste-emotion_1.txt,yes,./data_source/ste-emotion/750/ste-emotion_2.txt,yes,./data_source/ste-emotion/750/ste-emotion_3.txt,yes,./data_source/ste-emotion/1000/ste-emotion_1.txt,yes,./data_source/ste-emotion/1000/ste-emotion_2.txt,yes,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Existence,yes/no,Does the dataset contain entries that neither include the 'joy' nor 'love' emotion?,yes,./data_source/ste-emotion/10/ste-emotion_1.txt,yes,./data_source/ste-emotion/10/ste-emotion_2.txt,yes,./data_source/ste-emotion/10/ste-emotion_3.txt,yes,./data_source/ste-emotion/50/ste-emotion_1.txt,yes,./data_source/ste-emotion/50/ste-emotion_2.txt,yes,./data_source/ste-emotion/50/ste-emotion_3.txt,yes,./data_source/ste-emotion/100/ste-emotion_1.txt,yes,./data_source/ste-emotion/100/ste-emotion_2.txt,yes,./data_source/ste-emotion/100/ste-emotion_3.txt,yes,./data_source/ste-emotion/250/ste-emotion_1.txt,yes,./data_source/ste-emotion/250/ste-emotion_2.txt,yes,./data_source/ste-emotion100ste-emotion_3.txt,yes,./data_source/ste-emotion/500/ste-emotion_1.txt,yes,./data_source/ste-emotion/500/ste-emotion_2.txt,yes,./data_source/ste-emotion/500/ste-emotion_3.txt,yes,./data_source/ste-emotion/750/ste-emotion_1.txt,yes,./data_source/ste-emotion/750/ste-emotion_2.txt,yes,./data_source/ste-emotion/750/ste-emotion_3.txt,yes,./data_source/ste-emotion/1000/ste-emotion_1.txt,yes,./data_source/ste-emotion/1000/ste-emotion_2.txt,yes,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Count,number,What is the number of instances expressing the 'joy' emotion?,3,./data_source/ste-emotion/10/ste-emotion_1.txt,1,./data_source/ste-emotion/10/ste-emotion_2.txt,5,./data_source/ste-emotion/10/ste-emotion_3.txt,26,./data_source/ste-emotion/50/ste-emotion_1.txt,27,./data_source/ste-emotion/50/ste-emotion_2.txt,14,./data_source/ste-emotion/50/ste-emotion_3.txt,36,./data_source/ste-emotion/100/ste-emotion_1.txt,37,./data_source/ste-emotion/100/ste-emotion_2.txt,45,./data_source/ste-emotion/100/ste-emotion_3.txt,85,./data_source/ste-emotion/250/ste-emotion_1.txt,100,./data_source/ste-emotion/250/ste-emotion_2.txt,87,./data_source/ste-emotion100ste-emotion_3.txt,198,./data_source/ste-emotion/500/ste-emotion_1.txt,198,./data_source/ste-emotion/500/ste-emotion_2.txt,198,./data_source/ste-emotion/500/ste-emotion_3.txt,290,./data_source/ste-emotion/750/ste-emotion_1.txt,290,./data_source/ste-emotion/750/ste-emotion_2.txt,290,./data_source/ste-emotion/750/ste-emotion_3.txt,378,./data_source/ste-emotion/1000/ste-emotion_1.txt,378,./data_source/ste-emotion/1000/ste-emotion_2.txt,378,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Count,number,How many entries do not express the 'trust' emotion?,9,./data_source/ste-emotion/10/ste-emotion_1.txt,9,./data_source/ste-emotion/10/ste-emotion_2.txt,9,./data_source/ste-emotion/10/ste-emotion_3.txt,46,./data_source/ste-emotion/50/ste-emotion_1.txt,47,./data_source/ste-emotion/50/ste-emotion_2.txt,48,./data_source/ste-emotion/50/ste-emotion_3.txt,91,./data_source/ste-emotion/100/ste-emotion_1.txt,94,./data_source/ste-emotion/100/ste-emotion_2.txt,95,./data_source/ste-emotion/100/ste-emotion_3.txt,233,./data_source/ste-emotion/250/ste-emotion_1.txt,236,./data_source/ste-emotion/250/ste-emotion_2.txt,235,./data_source/ste-emotion100ste-emotion_3.txt,429,./data_source/ste-emotion/500/ste-emotion_1.txt,429,./data_source/ste-emotion/500/ste-emotion_2.txt,429,./data_source/ste-emotion/500/ste-emotion_3.txt,666,./data_source/ste-emotion/750/ste-emotion_1.txt,666,./data_source/ste-emotion/750/ste-emotion_2.txt,666,./data_source/ste-emotion/750/ste-emotion_3.txt,907,./data_source/ste-emotion/1000/ste-emotion_1.txt,907,./data_source/ste-emotion/1000/ste-emotion_2.txt,907,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,number,How many entries express either the 'anger' or 'disgust' emotion?,6,./data_source/ste-emotion/10/ste-emotion_1.txt,5,./data_source/ste-emotion/10/ste-emotion_2.txt,3,./data_source/ste-emotion/10/ste-emotion_3.txt,17,./data_source/ste-emotion/50/ste-emotion_1.txt,16,./data_source/ste-emotion/50/ste-emotion_2.txt,26,./data_source/ste-emotion/50/ste-emotion_3.txt,42,./data_source/ste-emotion/100/ste-emotion_1.txt,40,./data_source/ste-emotion/100/ste-emotion_2.txt,39,./data_source/ste-emotion/100/ste-emotion_3.txt,114,./data_source/ste-emotion/250/ste-emotion_1.txt,106,./data_source/ste-emotion/250/ste-emotion_2.txt,112,./data_source/ste-emotion100ste-emotion_3.txt,252,./data_source/ste-emotion/500/ste-emotion_1.txt,252,./data_source/ste-emotion/500/ste-emotion_2.txt,252,./data_source/ste-emotion/500/ste-emotion_3.txt,362,./data_source/ste-emotion/750/ste-emotion_1.txt,362,./data_source/ste-emotion/750/ste-emotion_2.txt,362,./data_source/ste-emotion/750/ste-emotion_3.txt,473,./data_source/ste-emotion/1000/ste-emotion_1.txt,473,./data_source/ste-emotion/1000/ste-emotion_2.txt,473,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Count,number,Return the total number of instances which express the least prevalent emotion.,1,./data_source/ste-emotion/10/ste-emotion_1.txt,1,./data_source/ste-emotion/10/ste-emotion_2.txt,1,./data_source/ste-emotion/10/ste-emotion_3.txt,3,./data_source/ste-emotion/50/ste-emotion_1.txt,3,./data_source/ste-emotion/50/ste-emotion_2.txt,2,./data_source/ste-emotion/50/ste-emotion_3.txt,5,./data_source/ste-emotion/100/ste-emotion_1.txt,3,./data_source/ste-emotion/100/ste-emotion_2.txt,5,./data_source/ste-emotion/100/ste-emotion_3.txt,10,./data_source/ste-emotion/250/ste-emotion_1.txt,14,./data_source/ste-emotion/250/ste-emotion_2.txt,15,./data_source/ste-emotion100ste-emotion_3.txt,71,./data_source/ste-emotion/500/ste-emotion_1.txt,71,./data_source/ste-emotion/500/ste-emotion_2.txt,71,./data_source/ste-emotion/500/ste-emotion_3.txt,84,./data_source/ste-emotion/750/ste-emotion_1.txt,84,./data_source/ste-emotion/750/ste-emotion_2.txt,84,./data_source/ste-emotion/750/ste-emotion_3.txt,93,./data_source/ste-emotion/1000/ste-emotion_1.txt,93,./data_source/ste-emotion/1000/ste-emotion_2.txt,93,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,percentage,What is the total percentage of entries that express the 'anger' or 'sadness' emotions in the dataset?,50.00%,./data_source/ste-emotion/10/ste-emotion_1.txt,70.00%,./data_source/ste-emotion/10/ste-emotion_2.txt,50.00%,./data_source/ste-emotion/10/ste-emotion_3.txt,46.00%,./data_source/ste-emotion/50/ste-emotion_1.txt,40.00%,./data_source/ste-emotion/50/ste-emotion_2.txt,56.00%,./data_source/ste-emotion/50/ste-emotion_3.txt,51.00%,./data_source/ste-emotion/100/ste-emotion_1.txt,50.00%,./data_source/ste-emotion/100/ste-emotion_2.txt,45.00%,./data_source/ste-emotion/100/ste-emotion_3.txt,56.40%,./data_source/ste-emotion/250/ste-emotion_1.txt,50.00%,./data_source/ste-emotion/250/ste-emotion_2.txt,53.20%,./data_source/ste-emotion100ste-emotion_3.txt,57.80%,./data_source/ste-emotion/500/ste-emotion_1.txt,57.80%,./data_source/ste-emotion/500/ste-emotion_2.txt,57.80%,./data_source/ste-emotion/500/ste-emotion_3.txt,56.27%,./data_source/ste-emotion/750/ste-emotion_1.txt,56.27%,./data_source/ste-emotion/750/ste-emotion_2.txt,56.27%,./data_source/ste-emotion/750/ste-emotion_3.txt,55.70%,./data_source/ste-emotion/1000/ste-emotion_1.txt,55.70%,./data_source/ste-emotion/1000/ste-emotion_2.txt,55.70%,./data_source/ste-emotion/1000/ste-emotion_3.txt
ste-emotion,Calculation,percentage,"What is the percentage of the most frequent emotion category (among 'disgust', 'joy', 'anger', 'sadness' and 'optimism') out of the total data?",60.00%,./data_source/ste-emotion/10/ste-emotion_1.txt,40.00%,./data_source/ste-emotion/10/ste-emotion_2.txt,50.00%,./data_source/ste-emotion/10/ste-emotion_3.txt,52.00%,./data_source/ste-emotion/50/ste-emotion_1.txt,54.00%,./data_source/ste-emotion/50/ste-emotion_2.txt,50.00%,./data_source/ste-emotion/50/ste-emotion_3.txt,38.00%,./data_source/ste-emotion/100/ste-emotion_1.txt,37.00%,./data_source/ste-emotion/100/ste-emotion_2.txt,45.00%,./data_source/ste-emotion/100/ste-emotion_3.txt,40.80%,./data_source/ste-emotion/250/ste-emotion_1.txt,40.00%,./data_source/ste-emotion/250/ste-emotion_2.txt,39.20%,./data_source/ste-emotion100ste-emotion_3.txt,39.60%,./data_source/ste-emotion/500/ste-emotion_1.txt,39.60%,./data_source/ste-emotion/500/ste-emotion_2.txt,39.60%,./data_source/ste-emotion/500/ste-emotion_3.txt,38.67%,./data_source/ste-emotion/750/ste-emotion_1.txt,38.67%,./data_source/ste-emotion/750/ste-emotion_2.txt,38.67%,./data_source/ste-emotion/750/ste-emotion_3.txt,37.90%,./data_source/ste-emotion/1000/ste-emotion_1.txt,37.90%,./data_source/ste-emotion/1000/ste-emotion_2.txt,37.90%,./data_source/ste-emotion/1000/ste-emotion_3.txt
