Dataset,Question-Type,Answer-type,Question,gold_10_1,gold_10_2,gold_10_3,gold_50_1,gold_50_2,gold_50_3,gold_100_1,gold_100_2,gold_100_3,gold_250_1,gold_250_2,gold_250_3,gold_500_1,gold_500_2,gold_500_3,gold_750_1,gold_750_2,gold_750_3,gold_1000_1,gold_1000_2,gold_1000_3,base_yes,base_no,base_0%,base_50%,base_100%,base_0,base_100,base_500,base_1000
te-stance_detection,Comparison,yes/no,Is the distribution of 'favor' vs. 'against' instances towards the target ‘climate’ relatively balanced (within ±10%)?,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,"Is the number of instances in the most frequent stance category towards the target ‘feminist’ (among favor, against, and none) more than 2 times that of the least frequent?",no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the number of entries which do not express the 'against' stance towards the target ‘abortion’ greater than those expressing it?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,"Does any single stance category (among favor, against, and none) towards the target ‘feminist’ individually exceed 30% of the total dataset?",no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries that have the 'none' stance towards the target ‘Hillary’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries that have the 'none' stance towards the target ‘abortion’ or ‘feminist’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries that have a 'none' stance towards the target ‘abortion’ and a 'favor' stance towards the target ‘climate’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Does the dataset contain entries that have neither a 'favor' stance towards the target ‘feminist’ nor a 'none' stance towards the target ‘climate’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Existence,yes/no,Are there no entries in the dataset that have a 'none' stance towards the targets ‘abortion’ or ‘feminist’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Calculation,number,Return the total number of entries that have an 'against' stance towards ‘abortion’ combined with those that have a 'favor' stance towards ‘climate’.,3,3,3,16,16,16,32,32,32,82,82,82,165,165,165,248,248,248,331,331,331,,,,,,0,100,500,1000
te-stance_detection,Calculation,number,Return the total number of entries that have a 'none' stance towards the targets ‘feminist’ or ‘climate’.,1,1,1,9,9,9,18,18,18,44,44,44,86,86,86,129,129,129,172,172,172,,,,,,0,100,500,1000
te-stance_detection,Calculation,percentage,"Of the entries that have either ‘feminist’ or ‘abortion’ as a target, what is the proportion of a 'favor' stance?",28.57%,28.57%,28.57%,26.32%,26.32%,26.32%,25.00%,25.00%,25.00%,25.13%,25.13%,25.13%,25.26%,25.26%,25.26%,25.35%,25.35%,25.35%,25.23%,25.23%,25.23%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,percentage,What is the percentage of 'none' stance entries towards the target 'climate'?,33.33%,33.33%,33.33%,41.67%,41.67%,41.67%,41.67%,41.67%,41.67%,42.37%,42.37%,42.37%,42.24%,42.24%,42.24%,42.53%,42.53%,42.53%,42.42%,42.42%,42.42%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,percentage,What is the percentage of non-against entries towards the target 'abortion'?,75.00%,75.00%,75.00%,47.37%,47.37%,47.37%,45.95%,45.95%,45.95%,46.32%,46.32%,46.32%,46.07%,46.07%,46.07%,45.80%,45.80%,45.80%,45.67%,45.67%,45.67%,,,0.00%,50.00%,100.00%,,,,
te-stance_detection,Calculation,number,Return the number of non-favor entries towards the targets ‘abortion’ or 'feminist’.,5,5,5,28,28,28,57,57,57,143,143,143,287,287,287,431,431,431,575,575,575,,,,,,0,100,500,1000
te-stance_detection,Calculation,number,How many entries with 'none' stance have a target other than 'abortion' or 'climate'?,1,1,1,4,4,4,8,8,8,19,19,19,37,37,37,55,55,55,74,74,74,,,,,,0,100,500,1000
te-stance_detection,Comparison,yes/no,Is the number of 'none' stance entries towards the target ‘climate’ greater than those towards the target 'feminist’?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the number of 'favor' stance entries towards the target ‘abortion’ greater than the number of 'against' stance entries towards the target ‘feminist’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the number of 'favor' stance entries towards “abortion” no greater than the number of 'against' stance entries towards “climate”?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Are there fewer 'against' stance entries towards ‘climate’ than those towards ‘feminist’?,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Do 'none' stance entries towards ‘abortion’ make up more than 35% of all entries with ‘abortion’ as a target?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Do 'favor' stance entries towards the target ‘feminist’ account for less than 30% of all entries targeting ‘feminist’?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Does the proportion of 'none' stance entries towards ‘climate’ fall between 30% and 50% of all entries targeting ‘climate’?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,
te-stance_detection,Comparison,yes/no,Is the ratio of favor entries towards 'climate' to favor entries towards 'feminist' greater than 2:1?,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,
te-stance_detection,Calculation,percentage,What is the percentage difference between against and non-against entries towards the target 'abortion' only?,0.00%,0.00%,0.00%,5.26%,5.26%,5.26%,8.11%,8.11%,8.11%,7.37%,7.37%,7.37%,7.85%,7.85%,7.85%,8.39%,8.39%,8.39%,8.66%,8.66%,8.66%,,,0.00%,50.00%,100.00%,,,,
